"_id","title","summary","username","img"
"1428","云南省建设工程质量安全监管网整站源码泄漏","暂无权限查看......","匿名者","home/image/seize.png"
"1431","巩义市公安局被黑被挂私家侦探关键词","暂无权限查看......","匿名者","home/image/seize.png"
"1443","宝鸡市食品药监局信息化监管系统弱口令","暂无权限查看......","匿名者","home/image/seize.png"
"1444","新密市食品药监局被黑被挂博彩","暂无权限查看......","匿名者","home/image/seize.png"
"1445","湖口药监局sql注入","暂无权限查看......","BoomBoomBoom","home/image/seize.png"
"1448","PICC非中规车保修业务理赔管理系统可爆破","暂无权限查看......","BoomBoomBoom","home/image/seize.png"
"1451","河北省药监局SQL注入","暂无权限查看......","匿名者","home/image/seize.png"
"1453","招商局档案管理系统sql注入","暂无权限查看......","匿名者","home/image/seize.png"
"1454","中国铝业某分站存在sql注入","暂无权限查看......","匿名者","home/image/seize.png"
"1455","中铝工业服务及产品展示平台存在sql注入","暂无权限查看......","匿名者","home/image/seize.png"
"1456","招商局集团产融工作平台登录框sql注入（可万能密码登陆）","暂无权限查看......","匿名者","home/image/seize.png"
"1460","【漏洞预警】Node.js 反序列化漏洞","暂无权限查看......","匿名者","home/image/seize.png"
"1468","湖南千金湘江药业股份有限公司被拿管理员密码","暂无权限查看......","Skk40","home/image/seize.png"
"1474","疑似西安人民政府被黑","暂无权限查看......","匿名者","home/image/seize.png"
"1475","【漏洞预警】Wordpress NextGEN注入漏洞","暂无权限查看......","匿名者","home/image/seize.png"
"1477","Struts远程代码执行漏洞_基于Jakarta plugin插件","暂无权限查看......","匿名者","home/image/seize.png"
"1479","人人贷ST2洞","暂无权限查看......","jack123123","home/image/seize.png"
"1483","mjrfw.gov.cn官网被黑，主站已打不开","一、详细说明：其中包括情报涉及的人员、利用点、利用方式等 mjrfw.gov.cn官网被黑，主站已打不开 二、问题...","匿名者","/avatar/uploads/attach/image/9202287f11c72f23c62a90f4faa3659c/1.jpg"
"1485","【漏洞预警】浙江大华摄像存在0day后门","暂无权限查看......","匿名者","home/image/seize.png"
"1509","广东市科技计划管理系统被黑留下黑页","一、详细说明：其中包括情报涉及的人员、利用点、利用方式等      被不明身份入侵，CTC组织 二、问题证明：","ch1st","home/image/seize.png"
"1510","ThinkPHP5 SQL注入漏洞","请移步：https://www.leavesongs.com/PENETRATION/thinkphp5-in-sqlinjection.html","匿名者","home/image/seize.png"
"1513","一批政府站被黑","暂无权限查看......","匿名者","home/image/seize.png"
"1514","【漏洞预警】Apache Kafka反序列化漏洞","暂无权限查看......","匿名者","home/image/seize.png"
"1527","马鞍山市文化馆子域名被挂黑链","一、详细说明：其中包括情报涉及的人员、利用点、利用方式等 在追踪木马病毒的时候发现，马鞍山市文化馆子...","匿名者","home/image/seize.png"
"1528","10万+政府网被黑产恶意快照劫持","暂无权限查看......","匿名者","home/image/seize.png"
"1530","特朗普宣布美军网络司令部升级，网络战真的来了！","美国总统特朗普18日宣布，将美军网络司令部升级为美军第十个联合作战司令部，地位与美国中央司令部等主要作...","匿名者","/avatar/uploads/attach/image/0256cb63ba7086464be48076905bd12f/251519928.jpg"
"1532","Discuz X3.3_SC_UTF8 版本存在多个漏洞","暂无权限查看......","匿名者","home/image/seize.png"
"1540","MongoDB数据库在i遭大规模勒索攻击，26000多台受影响","刚刚曝出的大新闻，MongoDB数据库叕被攻击了。就在上周末，三个黑客团伙劫持了MongoDB逾26000多台服务器，...","匿名者","/avatar/uploads/attach/image/4196fc53ba3e34f4390ca08996262a49/15045298532937.jpg"
"1552","白帽子们注意了，Chrome 的插件 User-Agent Switcher 存在...","chrome 商店搜索 User-Agent Switcher,排第一的这个插件(45 万用户),是一个木马... https://chrome.google....","BaCde","home/image/seize.png"
"1563","阿牛直播的董事长邮箱疑似被黑，被黑客公开售卖","暂无权限查看......","匿名者","home/image/seize.png"
"1564","安装量20亿的安全软件CCleaner存在后门，可能有230万用户受...","INTRODUCTION Supply chain attacks are a very effective way to distribute malicious software into tar...","BaCde","/avatar/uploads/attach/image/6782d871cd38c6599e0064c973a639cd/1.png"
"1594","Google Play上8款APP被感染Sockbot Android恶意软件，影响6...","最近出现了一种新的，流行的Android恶意软件（检测为Android.Sockbot），作为Google Play上的应用，将入侵...","BaCde","/avatar/uploads/attach/image/2f69ea667a4ff698c2035a97243f5c6f/assasins_1.jpg"
"1595","俄罗斯黑客利用PC游戏GTA5安装Cryptocurrency Miner（挖矿...","Gamers were delighted with the release of world’s second most popular video game Grand Theft Auto V...","BaCde","/avatar/uploads/attach/image/dae33acff1f7f8e33016d1080a804d8d/russian-hacker-exploits-gta5-pc-mod-to-install-cryptocurrecy-miner-2.png"
"1697","中国版 Flash 收集用户隐私","引用""中国版 Flash 被发现附加了可用于收集用户隐私的 Flash Helper Service。这是自 Flash 推出中国版并锁...","匿名者","home/image/seize.png"
"1711","&quot;死亡僵尸网络&quot;(Death botnet) 出现，注意防范","近日白帽汇安全研究院关注到一个被命名为死亡僵尸网络（Death botnet）的botnet出现，其利用AVTech设备2年...","匿名者","/avatar/uploads/attach/image/24248bef156885d56a220660fd3f1a26/image.png"
"1728","门罗币假充值漏洞分析","前言最近关于交易所的假充值漏洞层出不穷，很显然，交易所与公链的对接并没有我们想象得那么完善，此类问题...","BaCde","/avatar/uploads/attach/image/d63aaf3760a962767580adb5bd1ff286/1533270267975994.png"
"1744","数百万Instgram账户被黑，攻击者可能来自俄罗斯","Instagram受到黑客攻击，目前攻击源可能来自俄罗斯，在过去一周影响了数百名用户，使他们无法进入帐户。","BaCde","/avatar/uploads/attach/image/ff14bd460b3a48f444fa7c06f5a7f02f/how-to-hack-instagram-accounts.png"
"1748","13万Mikrotik设备被植入挖矿代码","根据白帽汇安全研究院最近监测发现，根据FOFA系统统计有超过13万的Mikrotik HttpProxy服务页面被植入挖矿代码。根据FOFA系统显示，目前全球受感染中，有36个国家...","BaCde","/avatar/uploads/attach/image/d67e5f918dde442bef5d413e52d2431b/1111.jpg"
"1767","packagist.org存在远程执行代码，数十万PHP包可能受影响","packagist.org存在一处远程执行代码漏洞，该网站是PHP包管理器Composer背后的默认包服务器,它集合了与Composer一起安装的公开 PHP 软件包。根据官网数据显示Pack...","BaCde","/avatar/uploads/attach/image/0e07f0e463a69d529b1d3e3f0153cfca/packagist_screenshot.png"
"1814","国外著名网盘MEGA Chrome浏览器扩展程序遭黑客窃取登陆凭据...","国外著名网盘MEGA Chrome浏览器扩展程序已被黑客攻击，取而代之的是一个窃取窃取用户登陆凭据以及加密货币加密货币钱包私钥等信息的扩展程序。","xiannv","/avatar/uploads/attach/image/c232c897aaaa7f90c0a24338868c219f/图片.png"
"1817","半年损失25亿美元，智能合约的漏洞像筛子一样多！","半年损失25亿美元，智能合约的漏洞像筛子一样多！","BaCde","/avatar/uploads/attach/image/b1b4e9556313b6ed545cd7c61b03ad01/1111.jpg"
"1819","Tor网络不安全，Tor浏览器曝出任意代码执行漏洞","国外安全公司Zerodium披露了一个Nosc ript漏洞，攻击者可利用该漏洞在Tor浏览器中执行任意ja vasc ript代码。Nosc ript是一种流行的Firefox扩展程序，可以保护用...","liudao","/avatar/uploads/attach/image/0b6e593ee548dbfca588727b2696505f/图片.png"
"1822","【译】4200 万用户密码文件被上传至 kayo.moe 托管服务","Kayo.moe是一个免费的，公共的，匿名的托管服务。该服务的运营商（Kayo）本周早些时候与我联系并告知他们注...","xiannv","/avatar/uploads/attach/image/06b3c16c0932067362878b105022564e/图片.png"
"1824","【译】流行的Docker镜像Alpine Linux曝严重漏洞，大量基于A...","infosec bod记录了Alpine Linux中的一个远程代码执行漏洞，这是一个在Docker容器中大量使用的发行版，具有中间人（MITM）网络访问权限或操作恶意包镜像的人可以...","xiannv","/avatar/uploads/attach/image/08f3a8163ee09ee207d1b08d9a2016d5/timg.jpg"
"1835","华住泄露数据再次暗网“上架”","本周三，5 亿华住个人信息泄露案犯罪嫌疑人已被抓获，本以为华住数据泄露事件就此告一段落。但就在昨天，白帽汇安全研究院关注到，暗网论坛中再现售卖华住酒店数...","BaCde","/avatar/uploads/attach/image/cd96fbbbd6322db2443b14629d7bd9b9/huazhu1.png"
"1841","全球超过30万路由器变矿机，现每日递增1万","据白帽汇安全研究院统计，目前发现超过30万的MikroTik路由器被植入挖矿代码，攻击者利用的是维基解密披露的CIA Vault7黑客工具Chimay Red中的winbox任意目录文件...","liudao","/avatar/uploads/attach/image/105de102c81a854f3fcdf1088656ba9b/图片.png"
"1858","利用FOFA做些有趣的事","FOFA是白帽汇推出的一款网络空间资产搜索引擎。它能够帮助用户迅速进行网络资产匹配、加快后续工作进程。例...","liudao","/avatar/uploads/attach/image/8ae160ed431608cf1c52f46f253234c3/图片.png"
"1878","【译】使用ESP8266信标垃圾邮件发送者来跟踪智能手机用户","使用ESP8266信标垃圾邮件发送者来跟踪智能手机用户智能手机和笔记本电脑不断发送Wi-Fi无线电信号，其中许多...","eleval","/avatar/uploads/attach/image/6ec70d2869abab70f9d0a5830a8574c3/image.png"
"1894","日本再掀风浪，组建黑客军团，监视中国。","日本和美国9月10日在东京举办了为期五天的演习，参与者包括来自日本、美国、东盟、韩国和印度的政府官员。日本官员在演习期间解释了黑客针对基础设施发起攻击的...","eleval","/avatar/uploads/attach/image/e3606fd1856f425057e378d6dd13f607/image.png"
"1908","【漏洞预警】libssh存在重大漏洞，可绕过登陆控制服务器","10月17日，白帽汇安全研究院检测到网络上曝出了LIBSSH登陆验证绕过漏洞，可以使攻击者绕过LIBSSH登陆的身份验证，从而控制服务器。","liudao","/avatar/uploads/attach/image/8184f5654d369c8730d4e24e4085b63a/图片.png"
"1912","【译】美国选举中期 数万网站[政治关键词]跳转成人网站","已发现一项针对与美国中期选举相关的关键词的新的SEO中毒活动。被诱导访问这些页面的用户将被重定向到各种骗局网站，成人网站和推送不需要的软件的网站。","eleval","/avatar/uploads/attach/image/bc032a5345215cff94de24637f0e8333/image.png"
"1914","VestaCP爆出漏洞,大量中国用户机器被用来发起DDOS攻击","VestaCP爆出漏洞,大量中国用户机器被用来发起DDOS攻击。","eleval","/avatar/uploads/attach/image/9f1c24813e42587352e7d77a3ef46109/clipboard.png"
"1923","Systemd漏洞可造成linux系统崩溃或被劫持（CVE-2018-15688...","存在该漏洞的Systemd易使得linux被攻击，最坏可能造成远程代码执行。攻击者可以使用恶意制作的DHCPv6数据包...","iso60001","/avatar/uploads/attach/image/7386a2d33c9f87f8a8e87dae7571060b/3.jpg"
"1924","物联网漏洞可劫持联网的施工起重机","攻击者可以向起重机的控制器发送假命令。Telecrane的一款联网施工起重机存在一个漏洞，可以让攻击者拦截其...","iso60001","/avatar/uploads/attach/image/98a45692cdd96f4b83ebc98cbab06d0b/222222.png"
"1934","【转】威胁情报：AUMMIT资金托管公司存在交易风险，用户损...","0x1 前言今日DVP收到了来自Punnisher团队的一则威胁情报，该情报披露了AUMMIT资金托管公司存在交易风险，并...","iso60001","/avatar/uploads/attach/image/f9460e8032177ec5e1321047c7b4bba5/1.jpg"
"1936","Karken勒索软件2.0版本开始传播","臭名昭著的Kraken勒索软件的作者发布了新的恶意代码，并在暗网上用勒索即服务这种模式来传播。研究人员从Re...","iso60001","/avatar/uploads/attach/image/93334de786d2e6f68453bc62cd24e03f/22.png"
"2013","普洱市电子政务平台账号泄露","暂无权限查看......","匿名者","home/image/seize.png"
"2015","诈骗疯狂敛财！币安刚发布推出去中心化交易平台新闻，就有...","近年来每个风口都会涌现出来新的商机，商机的背后会隐藏着各种不为人知的秘密。面对飞速变化的环境，切莫掉以轻心，安全交易事故正在悄悄侵犯数字投资者的钱包。...","iso60001","/avatar/uploads/attach/image/54d6714622f3cc33f1e7b2d8be9d1894/1.jpg"
"2035","【转载】DEFCON黑客大会所有资料共740G","分享一个学习资料，从DEFCON 1 到 DEFCON 24 的所有资料，共 740G","iso60001","/avatar/uploads/attach/image/54a10432bfc79008d7ea5cf82a87a411/defcon.jpg"
"2037","Linux.org网站被篡改，被植入色情图片和侮辱性语句","网传Linux官网（https://linux.org）遭黑客攻击，首页被黑客篡改，被添加色情图片和侮辱性语句","匿名者","/avatar/uploads/attach/image/383a23a90c21dc6739c657ecf9400f64/1544153357.png"
"2038","【转】“微信勒索病毒”全纪实：打扰了，我只是病毒界的杨超...","前两天，有一个病毒用一种混不吝的姿势冲进了所有人的视野，冲进了百度的热搜榜首。它的名字叫“微信支付勒索病毒”。搞得微信慌忙出来发声明。。。奇葩的是，就在...","匿名者","/avatar/uploads/attach/image/0f7b87d7e5cdeedd1f0012182aa42274/1.jpg"
"2043","澳大利亚新颁布反加密法引起轩然大波","澳大利亚通过的一项法律新的可能允许政府强迫科技公司为他们的产品安装后门。这项名为《援助和访问法》的法案授权澳大利亚警方可强制任何（在该国运营的）公司帮...","iso60001","/avatar/uploads/attach/image/f4579ef86c68dd8ee6c90fa044dbaeeb/22.jpg"
"2068","有黑客在twitter煽动DDos攻击全球银行","白帽汇安全研究院发现推特上用户名为@LorianSynaro的用户煽动他人DDos攻击全球银行。我国浦发银行疑遭受此...","匿名者","/avatar/uploads/attach/image/4b4aed13fba60e17a605128c18fe954c/55.png"
"2070","【转】SQLite 被曝存在漏洞，数千应用受影响","SQLite被曝存在一个影响数千应用的漏洞，受害应用包括所有基于Chromium的浏览器。允许攻击者在受害者的计算机上运行恶意代码，并在危险较小的情况下泄漏程序内存...","xiannv","/avatar/uploads/attach/image/fcfc567e1e42fe9f2e4360a006a34878/1.jpg"
"2079","暗网有人售卖11亿条疑似圆通快递数据","白帽汇安全研究院发现暗网有人售卖11亿条疑似圆通快递数据。值得注意的是，在今年6月份也有人在暗网出售11...","iso60001","/avatar/uploads/attach/image/4f891a47995961ef4636582ad0304bf1/33.png"
"2156","暗网出现巨量期货数据售卖","暗网中出现期货数据售卖，卖家表示手中握有顶级期货公司200X年到今年的所有期货数据，一共15W条，打包价格15万人民币。","iso60001","/avatar/uploads/attach/image/6a39b8ea55ba77242745c76f715f8fe4/222.png"
"2180","7亿多条电子邮件地址和密码泄露，超过87GB","有1,160,253,228个电子邮件地址和密码的唯一组合。这些数据似乎来源于不同来源泄露的数据。其中还包括一些...","liudao","/avatar/uploads/attach/image/2f51acd8a7ad0f5268c6d19508134c3b/图片.png"
"2202","某黑客组织成员宣称要攻击100个中国重要网站","白帽汇安全研究院近期在推特上发现一黑客组织成员的用户@Op_TibetHQ宣称要在今年2月13日（境外非法编造的西藏独立日）对中国境内的重要政府网站进行攻击。","iso60001","/avatar/uploads/attach/image/22db184aea3c24c35d2d3dec9ab04f90/22.png"
"2234","暗网出现大量疑似中国大陆航空客户数据售卖","近期，白帽汇安全研究院在暗网某个交易市场发现有大量疑似中国航空客户数据在售卖。卖家表示数据解压缩后共有1.3G，约有几百万条数据。卖家还对部分敏感数据进行...","iso60001","/avatar/uploads/attach/image/99537a045f560f49bd7e0f4c55794a08/11.png"
"2243","联想智能手表曝出大量安全漏洞","研究人员发现，联想智能手表存在多种安全问题。一个漏洞会通过经度和纬度精确定位了手机位置，并将位置数据通过未加密的通信信道发送到中国的联想总部。在蓝牙方...","iso60001","/avatar/uploads/attach/image/100e2a553e70b5407352ba63a7dc9bea/22.jpg"
"2252","暗网现售卖影艺圈一线明星大咖联系方式","暗网现售卖影艺圈一线明星大咖联系方式。可以看到很多知名名人的信息。具体请看图。","匿名者","/avatar/uploads/attach/image/d262f34f3313f788bc0d27b5b2e2a97f/大咖数据售卖.png"
"2334","医疗物联网设备中老旧的操作系统或成为新的阿喀琉斯之踵","医疗物联网（IoMT）设备在使用过时的操作系统由于未能及时进行安全修复，被攻陷概率大大增加，从而导致患者的数据信息被泄漏。而这些泄漏的数据在暗网中是非常受...","匿名者","/avatar/uploads/attach/image/43e8bc2307b861667d2949f330d186d7/Medical_IoT.jpg"
"2350","活动目录渗透试验指南，Part II","在上一篇文章中，我们为读者介绍了三种获取凭证的方法。当然，对于本系列的大部分内容来说，都将使用用户rsmith的凭证，不过，由于该用户的权限较低，所以，我们...","secM","/avatar/uploads/attach/image/4fd3f030ff75723234759b574bb58cb5/1.png"
"2374","SimBad恶意软件通过Google Play商店感染了数百万Android用...","Check Point的安全专家发现了一个复杂的恶意软件活动，通过Google Play商店传播的SimBad恶意代码，据专家介...","匿名者","/avatar/uploads/attach/image/ee77337a250fa2ba66beab6cf307cff2/SimBad.png"
"2376","WordPress流行插件Social Warfare曝出XSS漏洞，影响数万网...","近期，网上曝出WordPress的流行插件Social Warfare出现一个零日漏洞，影响超过70,000个网站。此次曝出的漏...","iso60001","/avatar/uploads/attach/image/e3871e07c1f9cd1a343a32205992c604/22.png"
"2429","Mikrotik RouterOS又曝出0day DDoS 漏洞","据安全研究员Marek Isalski称，Mikrotik的Routeros处理IPv6数据包时存在一个缺陷，主要涉及“远程、未经身份验证的拒绝服务”。目前只提供了一些初步信息。4月9日...","pspong","/avatar/uploads/attach/image/f3e1e817b4c9842a0dc1b6afe688fa3f/标题.jpg"
"2487","【最新更新】维基解密公开的数千份可下载敏感文件","近日，白帽汇安全研究院（以下简称白帽汇）关注到国外媒体Twitter讨论维基解密公开的数千份文件，可供任何人下载。根据维基解密Twitter官方说明显示：它是可批量...","匿名者","/avatar/uploads/attach/image/470755d6ae099e86ffbc064d7763eb53/wikileaks3.png"
"2491","【威胁预警】iSCSI未授权访问漏洞，数万iSCSI可能受影响","2019年4月17日，白帽汇安全研究院（以下简称白帽汇）经过FOFA系统分析，发现存在许多未授权访问的iSCSI面临安全风险，任意的攻击者都可对未授权访问的iSCIS进行...","匿名者","/avatar/uploads/attach/image/4cb9757cde921523bef4c54dbf74bdc6/ISCSI_02.png"
"2493","Linux版Acunetix Vulnerability Scanner(AWVS) 最新版v_190...","Linux版Acunetix Vulnerability Scanner(AWVS) 最新版v_190325161破解 下载","0nise","/avatar/uploads/attach/image/98ea1fb222c383b88175721b5493b20b/011838unjk2yh22nh60b0n.png"
"2524","安全研究人员根据NSA恶意软件创建了SMBdoor","在RiskSense工作的安全研究人员Sean Dillon把所研究出的新型恶意软件命名为SMBdoor。Dillon将SMBdoor设计为Windows内核驱动程序，一旦安装在PC上，就会滥用srvne...","pspong","/avatar/uploads/attach/image/2821d25ccabcab9ccbee1915e2411cb9/1.jpg"
"2682","美国海军创造了一个3500亿条记录的社交媒体档案","美国海军研究人员希望建立一个拥有3500亿条数字数据记录的全球社交媒体档案，这是位于加利福尼亚州蒙特雷的海军研究生院正在进行的研究项目的一部分，该研究是通...","ashe","/avatar/uploads/attach/image/e12da1b471460dc16a02ab8add1fbb1d/US_Navy_Social_Media.jpg"
"2684","APT10又曝出两款新的加载器和已知payload的新变种","APT10组织在其军械库中增加了两个新的恶意软件装载机，用于攻击东南亚的政府和私人组织。","ashe","/avatar/uploads/attach/image/15278871c29edc11d91eea9e37bb9efc/1538500543833.png"
"2694","GandCrab勒索病毒停止更新：运营商称赚够了退休的钱","今日（2019.6.1），臭名远扬的勒索软件之王：GandCrab背后的运营团队在俄语论坛中发表官方声明称，GandCrab勒索病毒将停止更新。","xiannv","/avatar/uploads/attach/image/668e105bbbe009b3c039d35ece93f5d9/1.png"
"2723","RUBY ON RAILS的ACTIVE STORAGE 反序列化命令执行漏洞","在 Rails 上的 Ruby ActiveStorage组件中报告了不安全的反序列化漏洞。此漏洞是由于使用Marshal.load()在未进行充分验证的情况下对 HTTP URL 中的 Ruby 对象进行...","BaCde","/avatar/uploads/attach/image/e308c6d82ae0765250b3662be54c72db/clip_image001.png"
"2731","暗网在售优酷9500万数据","根据暗网中文网可以看到2019年6月30日名为attacktest的用户ID编辑了2018年售卖的优酷9500万数据。","匿名者","/avatar/uploads/attach/image/d956c67cc4e65315426f37452d8d0cab/tempsnip.png"
"2828","本田公司因数据库配置不当泄漏 40GB 内部数据","本田汽车公司（Honda Motor Company）是世界上最大的汽车制造商之一，该公司错误配置了一个ElasticSearch数据库，其中包含大约1.34亿份文件，大约有40GB的数据。","xiannv","/avatar/uploads/attach/image/4dba422cb6fd51d12f6d05482bb5a871/1.jpg"
"2906","Android木马在4个月内感染了数以万计的设备","自5月以来，观察到一种名为xHelper的新型特洛伊木马，缓慢而稳定地传播到越来越多的Android设备，过去四个月内已发现超过32,000部智能手机和平板电脑被感染。","1au","/avatar/uploads/attach/image/367457503a2bcf772a6849d9e9e5b207/xHelper.jpg"
"2919","一款漏洞验证框架的构思","前言本文章主要讲解一款漏洞验证框架的构思，并未详解内部的实现细节，本文篇幅稍长，请耐心看。需求做一款...","匿名者","/avatar/uploads/attach/image/820beba005fb19f49e6efa9fe03a2997/1.png"
"3018","有黑客正拍卖一个包含9200万巴西公民详细信息的数据库","有黑客正在暗网中拍卖一个据称包含9200万巴西公民详细信息的数据库，卖家声称每一条数据都是真实而唯一的。...","噬魂","/avatar/uploads/attach/image/df0187f75e6ea4de813561a5b8c4bb9e/22.jpg"
"3050","“神秘盒子”或威胁全球运输船","近期，有安全研究人员表示，商业运输船的内部环境充满了漏洞——甚至还包括无人知晓是什么、更没进行过安全修复的的“神秘盒子”。","iso60001","/avatar/uploads/attach/image/2272f5f9f3533161b57e6b846c22a2c6/22.jpg"
"3085","Facebook Creator应用中的session过期漏洞","今天我要分享一个Facebook旗下应用的逻辑错误，我在facebook creator应用中尝试操作了各种功能，寻找任何可能存在漏洞的角落。最终，我发现在这个应用中，即使se...","iso60001","/avatar/uploads/attach/image/2ec39d3dbc105a193a1476f59c133f1a/22.png"
"3221","携号转网有新骗局蹭热点上线，已有人上当，速看！","工信部27日召开携号转网启动仪式，27日起，携号转网正式在全国提供服务。用户号码保持不变，符合条件可自由选择移动、联通、电信等运营商。电信业务经营者不得干...","匿名者","/avatar/uploads/attach/image/b4ce9996773a376c70b0032dd941e168/1.png"
"3526","对200多家企业“Gangnam Industrial Style”的黑客攻击","近日，网络安全公司CyberX指出，一个网络间谍组织通过利用恶意软件Separ 进行信息（密码、文档等）窃取的程序，来对韩国和其他国家的数百家工业公司展开黑客攻击...","匿名者","/avatar/uploads/attach/image/4081945b8670e4673170711f39362a5e/gongye.png"
"3529","男子因试图获取特朗普的纳税申报表而受到缓刑","近日，两名男子因试图破解IRS以获得唐纳德·特朗普总统的纳税申报单而被判处两年缓刑和200个小时社区服务。据了解，两名男子都曾是美国哈弗福德学院的学生，他们...","匿名者","/avatar/uploads/attach/image/d5d22a175ebdba93923686913316cff7/telangpu.png"
"3885","I am You: 通过FOFA客户端获取你的key","大家好！今天我将介绍在fofa客户端发现的一个漏洞，它可让我获取他人的敏感信息，劫持帐户。email和api key 是用户登陆fofa客户端的凭证，知道了email和api key...","mark0smith","/avatar/uploads/attach/image/337458d066ee1062eeeb94e7a325ca37/Snipaste_2020-01-11_15-39-59.png"
"4088","某黑客组织宣称对国内视频监控发起攻击","2020年2月6日左右，白帽汇安全研究员发现境外社交媒体上有黑客组织宣称要在2月13日对国内视频监控发起攻击。","iso60001","/avatar/uploads/attach/image/b113502157c188f72b48d5819bacb6d6/222.png"
"4394","Liferay Portal CVE-2020-7961 分析","近日有 Code White 安全团队发现关于 Liferay Portal 多个比较严重的 JSON 反序列化漏洞，影响 Liferay Portal 6.1、6.2、7.0、7.1 以及 7.2 版本，这些漏洞可以...","0nise","/avatar/uploads/attach/image/ba0298d37ae512191845db2fd68c9447/1.png"
"4432","【安全通报】Nagios XI 多个安全漏洞","近日，Nagios XI 与 4 月 7 日发布的最新 5.6.13 版本修复了 CVE-2020-10819, CVE-2020-10820, CVE-2020-10821 跨站脚本漏洞。Nagios XI 是一个企业级监测和报警...","0nise","/avatar/uploads/attach/image/0eeecf66a6154aba8262eaaa07b3f8a5/2.png"
"4434","Nexus Repository Manager 漏洞分析","3 月 31 日 Nexus Repository Manager 官方发布了 CVE-2020-10199 CVE-2020-10204 的漏洞通告信息，两个漏洞均是由 Github Secutiry Lab 的是 @pwntester 发现的...","0nise","/avatar/uploads/attach/image/c302de79444efe109261be06c85eb98c/1.png"
"4435","重磅 | 关于网关类设备0-day漏洞攻击的报告","2020年3月17日，国外知名漏洞平台Exploit Database网站公布了一个针对Netlink GPON路由器设备的漏洞POC[1]。该漏洞是远程命令执行类的漏洞，黑客可以利用该漏洞...","xiannv","/avatar/uploads/attach/image/62d5ace6ebfdee74e1ceb518b16857da/微信图片_20200410212350.png"
